"Violation County","House Number","Street Name","Violation Post Code","Violation Precinct","count"
"Q","N","90th Ave","12","107.0","1"
"Q","137-66","70th Rd","42","107.0","1"
"Q","162-10","Highland Ave","18","107.0","1"
"Q","90-12","101st Ave","39","102.0","1"
"NY","1186","Madison Ave","38","19.0","1"
"NY","726","Amsterdam Ave","48","24.0","1"
"K","2735","W 15th St","21","62.0","1"
"NY","13","W 54th St","24","18.0","1"
"NY","13","W 54th St","17","18.0","1"
"R","165","Mayberry Promenade","03-A","122.0","1"
"Q","133-45","41st Ave","03-A","109.0","1"
"NY","W","Lexington Ave","55","19.0","1"
"K","1759","E 14th St","01","61.0","1"
"Q","35-63","79th St","41-A","115.0","1"
"BX","E","Dr Martin L King Jr","48","46.0","1"
"R","540","Howard Ave","01-A","120.0","1"
"NY","999","5th Ave","16","19.0","1"
"K","217","6th Ave","09","78.0","1"
"NY","404","E 91st St","31","19.0","1"
"K","683","5th Ave","59","78.0","1"
"Q","42-17","Judge St","W","110.0","1"
"K","1268","Fulton St","SPCL","79.0","1"
"Q","132-06","Maple Ave","04","109.0","1"
"K","1057","E 92nd St","T","69.0","1"
"K","9820","Avenue N","T","69.0","1"
"BX","346","E 149th St","11","40.0","1"
"NY","241","E 86th St","73","19.0","1"
"Q","138-25","77th Ave","42","107.0","1"
"NY","22","Leroy St","031","6.0","1"
"NY","60","E 96th St","35","19.0","1"
"NY","67","W 55th St","23","18.0","1"
"BX","3279","Westchester Ave","06","40.0","1"
"NY","152","Madison Ave","99","17.0","1"
"NY","348","St Nicholas Ave","M","28.0","1"
"Q","31-11","Broadway","28","114.0","1"
"NY","80","Gold St","043","1.0","1"
"NY","84","Mercer St","18","1.0","1"
"NY","285","Mott St","17","5.0","1"
"K","1753","71st St","06","62.0","1"
"NY","136","E 71st St","06","19.0","1"
"NY","923","Madison Ave","34","19.0","1"
"NY","148","Lexington Ave","02","13.0","1"
"K","414","Brighton Beach Ave","W","61.0","1"
"NY","25","E 29th St","01","14.0","1"
"NY","241","5th Ave","10","13.0","1"
"BX","765","Allerton Ave","15","47.0","1"
"K","310","Lafayette Ave","SPCL","84.0","1"
"K","1243","E 13th St","02","70.0","1"
"Q","80-12","37th Ave","12-A","115.0","1"
"Q","79-01","37th Ave","12-A","115.0","1"
"NY","322","W 14th St","99","10.0","1"
"NY","48","W 28th St","09","13.0","1"
"BX","1965","Webster Ave","28","48.0","1"
"NY","18","Desbrosses St","K","1.0","1"
"K","703","Spencer St","03","79.0","1"
"Q","76-12","Liberty Ave","O","106.0","1"
"NY","828","2nd Ave","01","17.0","1"
"Q","163-15","Northern Blvd","01","109.0","1"
"NY","963","Amsterdam Ave","36","24.0","1"
"NY","500","Park Ave","03","19.0","1"
"NY","40","E 73rd St","08","19.0","1"
"BX","2151","Jerome Ave","40","46.0","1"
"BX","E","Middletown Rd","06","45.0","1"
"NY","E","Pinehurst Ave","A","34.0","1"
"Q","121-06","89th Ave","T","102.0","1"
"Q","200-26","46th Ave","C","111.0","1"
"NY","406","E 91st St","29","18.0","1"
"NY","E","West End Ave","40","24.0","1"
"K","1245","42nd St","01","66.0","1"
"K","98","Front St","03","84.0","1"
"NY","46","W 22nd St","16","13.0","1"
"NY","344","Broome St","48","5.0","1"
"K","165","Clinton St","03","84.0","1"
"NY","194","8th Ave","04","10.0","1"
"K","844","54th St","S","66.0","1"
"R","339","Van Name Ave","02-P","121.0","1"
"K","E","Ashland Pl","58","76.0","1"
"NY","174-180","E 112th St","C","23.0","1"
"NY","1246","Amsterdam Ave","39","26.0","1"
"K","860","Fulton St","17","88.0","1"
"NY","40","W 24th St","19","13.0","1"
"NY","80","Paladino Ave","G","25.0","1"
"K","729","51st St","43","66.0","1"
"Q","26-36","95th St","Z","115.0","1"
"Q","30-18","72nd St","J","115.0","1"
"BX","1809","Williamsbridge Rd","01","49.0","1"
"NY","1945","Adam Clayton Powell","20","28.0","1"
"Q","80-21","37th Ave","23","115.0","1"
"Q","22-69","41st St","33-A","114.0","1"
"Q","N","68th Rd","K","112.0","1"
"NY","13","S William St","030","1.0","1"
"BX","2412","Westchester Ave","08","46.0","1"
"NY","58","E 11th St","57","6.0","1"
"Q","25-30","124th St","A-AM","109.0","1"
"NY","161","W 35th St","32","14.0","1"
"BX","1750","Walton Ave","44","44.0","1"
"BX","","E 178th St","33","48.0","1"
"Q","97-19","Alstyne Ave","14-A","110.0","1"
"K","33","Montgomery Pl","59","78.0","1"
"K","3099","Brighton 1st Pl","41","60.0","1"
"NY","567","Fort Washington Ave","M","34.0","1"
"NY","147","Mott St","028","5.0","1"
"K","221","McKibbin St","11","83.0","1"
"BX","19","W Tremont Ave","46","46.0","1"
"NY","1118","Madison Ave","41","19.0","1"
"NY","11","5th Ave","23","6.0","1"
"NY","1188","3rd Ave","A","19.0","1"
"NY","480","9th Ave","27","14.0","1"
"Q","37-57","Junction Blvd","12","115.0","1"
"Q","S","88th Ave","11","103.0","1"
"Q","79-21","Northern Blvd","12","115.0","1"
"NY","232","Mercer St","15","6.0","1"
"BX","2102","Jerome Ave","42","46.0","1"
"Q","W","Poppenhusen Ave","A","109.0","1"
"BX","672","E 138th St","C","40.0","1"
"Q","18-12","129th St","B","109.0","1"
"K","1203","Foster Ave","02","70.0","1"
"NY","920","E 6th St","E","9.0","1"
"Q","102-01","Queens Blvd","02","112.0","1"
"Q","W","208th St","R","113.0","1"
"NY","W","3rd Ave","36","19.0","1"
"NY","226","E 113th St","35","23.0","1"
"NY","241","W 37th St","06","14.0","1"
"Q","32-02","57th St","R","115.0","1"
"Q","N","Queens Plaza South","W","108.0","1"
"Q","26-11","12th St","W","108.0","1"
"NY","500","W 213th St","A","34.0","1"
"NY","575","Amsterdam Ave","53","20.0","1"
"K","609","86th St","21","68.0","1"
"K","77","S Elliott Pl","06","88.0","1"
"NY","297","3rd Ave","01","13.0","1"
"NY","143","Sullivan St","05","1.0","1"
"Q","E","119th St","08","109.0","1"
"Q","39-10","64th St","12-P","110.0","1"
"Q","E","60th St","12-P","108.0","1"
"NY","815","Madison Ave","35","19.0","1"
"NY","551","Amsterdam Ave","44","24.0","1"
"NY","250","3rd Ave","99","13.0","1"
"K","1719","62nd St","40","66.0","1"
"K","1739","63rd St","40","66.0","1"
"NY","863","Washington St","K","6.0","1"
"NY","6","E 39th St","04","14.0","1"
"BX","562","Southern Blvd","02","41.0","1"
"BX","2564","Creston Ave","52","52.0","1"
"NY","353","W 39th St","16","14.0","1"
"NY","39","W 19th St","16","13.0","1"
"K","118","Lafayette Ave","SPCL","88.0","1"
"NY","113","E 19th St","11","13.0","1"
"BX","2437","Valentine Ave","27","46.0","1"
"K","1707","Coney Island Ave","05","70.0","1"
"K","1788","Stillwell Ave","C","62.0","1"
"NY","424","Park Ave South","19","13.0","1"
"Q","40-30","149th Pl","44-A","109.0","1"
"Q","49-16","Skillman Ave","B-AM","108.0","1"
"K","S","Marion St","03","81.0","1"
"NY","135","W 56th St","20","18.0","1"
"BX","S","Rockwood St","04","46.0","1"
"BX","2440","Tiebout Ave","15","46.0","1"
"K","W","Sterling Pl","35","78.0","1"
"NY","S","E 50th St","19","17.0","1"
"K","437","Ralph Ave","03","79.0","1"
"NY","101","W 55th St","20","18.0","1"
"NY","524","Park Ave","10","19.0","1"
"NY","262","Mott St","L","5.0","1"
"K","554","85th St","21","68.0","1"
"K","158","6th Ave","35","78.0","1"
"Q","15-10","Redfern Ave","T","101.0","1"
"NY","174","Attorney St","004","7.0","1"
"K","362","41st St","51","72.0","1"
"K","1613","E 15th St","03","61.0","1"
"NY","317","W 22nd St","03","14.0","1"
"NY","97","St Marks Pl","E","9.0","1"
"K","3904","10th Ave","01","66.0","1"
"K","S","New York Ave","28","67.0","1"
"K","3020","Glenwood Rd","08","70.0","1"
"NY","160","Waverly Pl","35","6.0","1"
"NY","S","Platt St","056","1.0","1"
"K","1701","Kings Hwy","33","61.0","1"
"NY","24","E 46th St","04","14.0","1"
"NY","38","Leroy St","36","6.0","1"
"K","452","Classon Ave","09","79.0","1"
"Q","","68th Dr","07","112.0","1"
"NY","850","5th Ave","32","19.0","1"
"Q","51-55","Manilla St","Q","108.0","1"
"Q","38-78","12th St","51-A","114.0","1"
"NY","330","Bleecker St","66","6.0","1"
"K","371","Atlantic Ave","05","84.0","1"
"NY","65","E 90th St","49","24.0","1"
"NY","1700","2nd Ave","35","19.0","1"
"Q","43-16","48th St","I","108.0","1"
"BX","1509","Westchester Ave","05","41.0","1"
"BX","9","Lane Ave","09","45.0","1"
"NY","733","9th Ave","A","18.0","1"
"NY","600","West End Ave","20","24.0","1"
"NY","132","W 25th St","99","13.0","1"
"K","1631","Nostrand Ave","49","67.0","1"
"K","420","Atlantic Ave","02","84.0","1"
"BX","268","Willis Ave","59","40.0","1"
"BX","1463","Southern Blvd","03","41.0","1"
"BX","S","E 171st St","61","44.0","1"
"Q","58-04","59th St","A","104.0","1"
"BX","12","Westchester Sq","05","45.0","1"
"Q","N","Clio St","06","112.0","1"
"NY","1440","Broadway","38","14.0","1"
"K","2294","E 2nd St","33","62.0","1"
"Q","35-41","Steinway St","28-A","114.0","1"
"K","275","Livingston St","01","84.0","1"
"BX","3018","Holland Ave","49","49.0","1"
"K","2169","Mill Ave","Y","63.0","1"
"NY","28","W 27th St","01","13.0","1"
"K","221","20th St","56","78.0","1"
"K","177","Hastings St","41","60.0","1"
"Q","118-45","Metropolitan Ave","01","102.0","1"
"NY","442","Broadway","010","5.0","1"
"K","1582","Atlantic Ave","K","77.0","1"
"NY","20","E 8th St","52","6.0","1"
"NY","211","E 43rd St","13","17.0","1"
"K","55","Rogers Ave","09","79.0","1"
"NY","125","Elizabeth St","021","5.0","1"
"BX","2255","Walton Ave","17","46.0","1"
"K","422","E 34th St","J","67.0","1"
"BX","1265","Nelson Ave","44","44.0","1"
"BX","2464","Grand Concourse","D","46.0","1"
"K","832","Kent Ave","S","79.0","1"
"K","7224","13th Ave","CC1","68.0","1"
"NY","600","Columbus Ave","73","24.0","1"
"K","647","59th St","J","66.0","1"
"Q","175-11","148th Rd","R","113.0","1"
"BX","17","E 170th St","25","44.0","1"
"NY","962","5th Ave","CC1","19.0","1"
"Q","133-54","41st Ave","01","109.0","1"
"BX","376","E 205th St","55","52.0","1"
"BX","14W","W 183rd St","63","46.0","1"
"NY","W","Columbus Ave","10","20.0","1"
"K","250","Fillmore Ave","C","71.0","1"
"NY","1534","3rd Ave","25","19.0","1"
"K","211","Rogers Ave","C","71.0","1"
"Q","70-27","66th Pl","28","104.0","1"
"Q","132-25","Maple Ave","50-A","109.0","1"
"Q","91-10","31st Ave","24-A","114.0","1"
"NY","141","E 89th St","56","19.0","1"
"NY","N","E 41st St","36","17.0","1"
"NY","420","Madison Ave","36","18.0","1"
"NY","S","W 43rd St","04","14.0","1"
"BX","W","Rhinelander Ave","C","49.0","1"
"Q","7206","67th St","C","104.0","1"
"Q","71-40","66th Pl","28","104.0","1"
"R","189","Broad St","01-P","120.0","1"
"NY","E","Broadway","51","20.0","1"
"BX","1079","Southern Blvd","09","41.0","1"
"K","457","85th St","E","68.0","1"
"BX","2564","Creston Ave","K","52.0","1"
"K","136","Willow St","SPCL","84.0","1"
"K","2184","E 3rd St","33","61.0","1"
"NY","18","E 62nd St","09","19.0","1"
"NY","202","Elizabeth St","03","5.0","1"
"Q","39-05","29th St","25","114.0","1"
"NY","W","Lexington Ave","20","18.0","1"
"NY","104","W 124th St","36","28.0","1"
"K","1233","39th St","01","66.0","1"
"NY","E","Riverside Dr","23","20.0","1"
"BX","2192","White Plains Rd","49","49.0","1"
"Q","44-13","Kissena Blvd","11-A","109.0","1"
"Q","136-39","37th Ave","08-A","109.0","1"
"Q","110-20","71st Ave","10","112.0","1"
"Q","19106","Hillside Ave","E","107.0","1"
"Q","13421","154th St","R","113.0","1"
"Q","95-25","67th Ave","01","112.0","1"
"K","2920","Avenue I","20","63.0","1"
"Q","38-35","12th St","D-AM","114.0","1"
"Q","22-35","19th St","D-AM","114.0","1"
"NY","195","Prince St","T","1.0","1"
"BX","413","E 161st St","45","40.0","1"
"Q","37-20","81st St","51-P","115.0","1"
"NY","45","Fairview Ave","Q","34.0","1"
"Q","7865","75th St","A","104.0","1"
"NY","S","W 175th St","G","33.0","1"
"NY","904","Columbus Ave","B","24.0","1"
"Q","37-08","30th Ave","31","114.0","1"
"NY","350","W Broadway","T","1.0","1"
"NY","1779","2nd Ave","T","19.0","1"
"Q","43-11","97th Pl","03","110.0","1"
"Q","32-84","31st St","26-A","114.0","1"
"K","225","Highlawn Ave","N","62.0","1"
"BX","536","E 149th St","28","40.0","1"
"NY","88","Horatio St","36","6.0","1"
"NY","92","Grove St","36","6.0","1"
"NY","1190","3rd Ave","77","19.0","1"
"NY","260","Park Ave South","06","13.0","1"
"BX","2400","Sedgwick Ave","I","52.0","1"
"BX","110","W 183rd St","E","46.0","1"
"Q","163-10","Crocheron Ave","50-A","109.0","1"
"K","1310","Kings Hwy","N","61.0","1"
"Q","34-50","Junction Blvd","21","115.0","1"
"NY","130","W 130th St","N","32.0","1"
"NY","124","Mac Dougal St","023","6.0","1"
"NY","270","Lafayette St","032","5.0","1"
"NY","225","W 146th St","K","32.0","1"
"NY","127","W 130th St","V","32.0","1"
"NY","42","New St","032","1.0","1"
"Q","4-21","27th Ave","24-P","114.0","1"
"NY","1264","2nd Ave","A","19.0","1"
"NY","225","W 71st St","F","20.0","1"
"K","1922","Kings Hwy","CC1","70.0","1"
"K","1268","E 14th St","05","70.0","1"
"NY","92","Orchard St","025","7.0","1"
"K","1729","E 16th St","33","61.0","1"
"K","784","61st St","43","72.0","1"
"K","4811","Tilden Ave","W","67.0","1"
"NY","952","5th Ave","A","19.0","1"
"NY","81","3rd Ave","075","9.0","1"
"K","4914","9th Ave","01","72.0","1"
"K","214","Central Ave","A","83.0","1"
"NY","410","Park Ave","23","17.0","1"
"K","411","E 28th St","75","67.0","1"
"Q","32-05","108th St","M","115.0","1"
"NY","145","E 98th St","61","23.0","1"
"NY","N","E 91st St","61","19.0","1"
"Q","6732","Parsons Blvd","E","107.0","1"
"NY","2625","Broadway","L","24.0","1"
"K","372","Crown St","48","71.0","1"
"K","848","67th St","21","68.0","1"
"K","178","N 8th St","SPCL","94.0","1"
"K","253","Livingston St","SPCL","84.0","1"
"Q","102-32","65th Ave","K","112.0","1"
"Q","95-11","Roosevelt Ave","12-P","115.0","1"
"NY","202","Centre St","018","5.0","1"
"NY","182","Sullivan St","021","6.0","1"
"K","E","Bay Ridge Pky","21","68.0","1"
"Q","101-48","114th St","T","102.0","1"
"NY","170-172","Spring St","L","1.0","1"
"BX","1550","Unionport Rd","D","43.0","1"
"Q","44-16","48th Ave","E","108.0","1"
"Q","47-46","44th St","R","108.0","1"
"K","64","Noll St","O","83.0","1"
"K","346","Lafayette Ave","06","88.0","1"
"K","2150","Benson Ave","W","62.0","1"
"Q","21-72","46th St","32-A","114.0","1"
"NY","1143","Lexington Ave","35","19.0","1"
"NY","837","7th Ave","35","18.0","1"
"NY","134-140","Greene St","21","1.0","1"
"Q","41-08","49th St","B","108.0","1"
"Q","53-14","94th St","10-A","110.0","1"
"BX","3225","Decatur Ave","B","52.0","1"
"K","208","Crescent St","B","75.0","1"
"NY","365","W 125th St","38","26.0","1"
"NY","1755","Madison Ave","53","25.0","1"
"Q","52-11","35th St","B","108.0","1"
"K","1501","Eastern Pky","B","73.0","1"
"K","55","Graham Ave","15","79.0","1"
"NY","205","E 69th St","60","19.0","1"
"K","S","Foster Ave","A","67.0","1"
"K","4123","8th Ave","43","72.0","1"
"NY","1500","Lexington Ave","34","19.0","1"
"NY","431","E 52nd St","08","18.0","1"
"BX","253","E 206th St","01","52.0","1"
"K","69","Westminster Rd","31","70.0","1"
"K","303","3rd St","59","78.0","1"
"NY","153","Lenox Ave","15","28.0","1"
"NY","141","W 95th St","12","24.0","1"
"K","6813","New Utrecht Ave","S","66.0","1"
"K","1235","Union St","35","71.0","1"
"BX","E","Anthony Ave","46","46.0","1"
"K","900","Berry St","SPCL","94.0","1"
"K","4911","8th Ave","S","66.0","1"
"K","289","Saratoga Ave","10","77.0","1"
"K","2322","82nd St","06","62.0","1"
"NY","317A","W 33rd St","23","13.0","1"
"NY","N","Pine St","072","1.0","1"
"K","828","Broadway","15","90.0","1"
"K","324","Elmwood Ave","R","66.0","1"
"NY","240","W 145th St","31","32.0","1"
"NY","30","Lenox Ave","C","25.0","1"
"NY","52","Vanderbilt Ave","A","17.0","1"
"K","361","5th Ave","57","78.0","1"
"BX","N","Bronx Park","C","48.0","1"
"NY","2825","Frederick Douglass B","Q","32.0","1"
"K","161","Ainslie St","A","90.0","1"
"BX","2426","Jerome Ave","10","46.0","1"
"NY","N","E 93rd St","64","19.0","1"
"NY","159","W 145th St","F","32.0","1"
"K","W","Sunnyside Ct","M","75.0","1"
"NY","235","E 89th St","80","19.0","1"
"K","449","Argyle Rd","R","70.0","1"
"K","1455","Fulton St","C","79.0","1"
"NY","11","Allen St","H","5.0","1"
"NY","55","E 10th St","60","6.0","1"
"K","149","Clifton Pl","Q","88.0","1"
"Q","W","21st St","A","114.0","1"
"K","194","Saratoga Ave","M","73.0","1"
"BX","S","Earhart Ln","F","45.0","1"
"Q","126-06","14th Ave","A","109.0","1"
"K","5719","8th Ave","45","66.0","1"
"K","279","Bushwick Ave","U","90.0","1"
"Q","163-41","17th Ave","X","109.0","1"
"Q","102-10","Queens Blvd","06","112.0","1"
"K","14","E 95th St","L","67.0","1"
"K","99","Liberty Ave","O","73.0","1"
"K","106","2nd St","55","76.0","1"
"BX","1115","Jerome Ave","L","46.0","1"
"NY","172","Madison Ave","99","13.0","1"
"Q","32-18","43rd St","30","114.0","1"
"K","1240","Bushwick Ave","S","83.0","1"
"NY","575","11th Ave","05","18.0","1"
"BX","2751","Holland Ave","H","49.0","1"
"Q","E","28th St","N","108.0","1"
"K","446","3rd St","56","78.0","1"
"NY","S","E 109th St","C","23.0","1"
"K","473","11th St","59","78.0","1"
"Q","37-10","28th St","U","114.0","1"
"NY","74","Pearl St","001","5.0","1"
"K","678","Warren St","56","78.0","1"
"K","196","12th St","C1","78.0","1"
"BX","1420","Williamsbridge Rd","10","45.0","1"
"Q","94-34","Lefferts Blvd","40","102.0","1"
"NY","1559","York Ave","01","19.0","1"
"BX","942","Cranford Ave","47","47.0","1"
"BX","738","Southern Blvd","02","41.0","1"
"NY","692","Columbus Ave","45","24.0","1"
"Q","131-31","Belknap St","O","103.0","1"
"NY","161","W 15th St","12","10.0","1"
"NY","W","Greene St","A","1.0","1"
"Q","N","162nd St","03","109.0","1"
"Q","114-09","Rockaway Beach Blvd","V","100.0","1"
"K","1808","72nd St","W","62.0","1"
"Q","68-28","ROOSEVELT AVE","","112.0","1"
"K","45","COMMERICAL ST","","94.0","1"
"K","126","KENT ST","","94.0","1"
"K","138","STOCKHOLM STREET","","83.0","1"
"K","675","STERLING PLACE","","77.0","1"
"K","796","PINE ST","","75.0","1"
"K","199","SUNNYSIDE","","75.0","1"
"Q","187","BEACH 91","","100.0","1"
"Q","69-37","67 PLACE","","104.0","1"
"Q","95-30","112 ST","","102.0","1"
"K","95","PROSPECT PARK WEST V","","78.0","1"
"K","356","CHAUNCEY","","81.0","1"
"BX","1660","METROPOLITAN AVE","","43.0","1"
"BX","2000","E TREMONT AVE","","43.0","1"
"NY","23","PARK PL","","1.0","1"
"","9233","FOSTER AVE","","69.0","1"
"NY","","W 158","","30.0","1"
"K","858","EAST 51ST STREET","","67.0","1"
"NY","235","W 48 ST","","0.0","1"
"K","14","ARLINGTON PL","","79.0","1"
"","769","MCDONALD AVE","","66.0","1"
"K","124","RYERSON ST","","88.0","1"
"","844","FLATBUSH","","20.0","1"
"K","1148","UNION ST","","71.0","1"
"","23-15","30TH AVE","","114.0","1"
"K","1207","76TH ST","","68.0","1"
"BX","525","ROSEDALE AVENUE","","43.0","1"
"K","615","BRIGHTON BEACH AVE","","60.0","1"
"BX","1102","LELAND AVE","","43.0","1"
"BX","1873","ARCHER ST","","43.0","1"
"","1718","GRAND AVE","","46.0","1"
"Q","","RIIS PARK EMPLOYEE L","","100.0","1"
"Q","84-31","JAMAICA AVE","","102.0","1"
"Q","4205","GLEANE ST","","110.0","1"
"Q","104-52","48 AVE","","110.0","1"
"K","314","ARGYLE RD","","70.0","1"
"NY","492","Amsterdam Ave","01","20.0","1"
"NY","N","W 151st St","01","30.0","1"
"K","S","Water St","11","84.0","1"
"BX","230","E 170th St","01","44.0","1"
"BX","633","Allerton Ave","19","47.0","1"
"NY","334","W 46th St","01","14.0","1"
"K","107","N 1st St","SPCL","90.0","1"
"K","393","McGuinness Blvd","SPCL","94.0","1"
"NY","1","W 47th St","99","18.0","1"
"BX","2540","Baker Ave","23","47.0","1"
"NY","602","Madison Ave","01","18.0","1"
"NY","238","E 95th St","CC1","19.0","1"
"Q","E","76th St","19-A","115.0","1"
"NY","129","Front St","044","1.0","1"
"NY","223","E 23rd St","01","13.0","1"
"NY","6","E 45th St","17","18.0","1"
"K","154","Franklin Ave","SPCL","90.0","1"
"NY","801","W 180th St","63","33.0","1"
"NY","507","Columbus Ave","23","20.0","1"
"K","2581","Pitkin Ave","SPCL","75.0","1"
"Q","133-33","Sanford Ave","03","109.0","1"
"Q","25-40","31st St","52-P","114.0","1"
"BX","3138","Bailey Ave","01","50.0","1"
"NY","W","Bowery","42","5.0","1"
"NY","580","Broadway","45","5.0","1"
"Q","142-28","Roosevelt Ave","07","109.0","1"
"R","S","Vreeland St","02-P","121.0","1"
"NY","E","10th Ave","01","14.0","1"
"R","E","Beach St","06-P","120.0","1"
"NY","128","W 16th St","01","10.0","1"
"Q","113-01","Liberty Ave","38","106.0","1"
"BX","S","White Plains Rd","01","47.0","1"
"NY","324","E 6th St","068","9.0","1"
"K","41","Schermerhorn St","SPCL","84.0","1"
"NY","36","W 36th St","02","17.0","1"
"NY","15","W 37th St","02","18.0","1"
"NY","180","Central Park South","03","18.0","1"
"Q","35-08","Junction Blvd","03","115.0","1"
"BX","223","St Anns Ave","D","40.0","1"
"NY","216","E 49th St","99","17.0","1"
"NY","55","E 59th St","27","18.0","1"
"BX","2021","Tomlinson Ave","08","49.0","1"
"BX","332","E 204th St","31","52.0","1"
"K","427","52nd St","56","72.0","1"
"K","566","Hemlock St","SPCL","75.0","1"
"Q","2-40","51st Ave","E","108.0","1"
"NY","311","W 95th St","64","24.0","1"
"K","956","Liberty Ave","SPCL","75.0","1"
"BX","701","Crotona Ave","01","48.0","1"
"BX","3241","Perry Ave","01","52.0","1"
"NY","204","E 90th St","29","19.0","1"
"NY","324","E 94th St","79","19.0","1"
"Q","135-01","Liberty Ave","19","106.0","1"
"BX","1245","Grandview Pl","G","44.0","1"
"BX","1013","Kelly St","41","41.0","1"
"NY","24","W 88th St","H","24.0","1"
"NY","51","W 87th St","C","24.0","1"
"NY","130","W 67th St","H","20.0","1"
"BX","W","Kelly St","B","40.0","1"
"BX","1730","Harrison Ave","A","46.0","1"
"Q","S","36th Rd","07","109.0","1"
"NY","2451","Broadway","28","24.0","1"
"Q","161-19","162nd St","03-P","109.0","1"
"NY","22","W 30th St","19","14.0","1"
"K","11","Front St","03","84.0","1"
"NY","44","Lispenard St","042","1.0","1"
"Q","48-44","44th St","W","108.0","1"
"BX","2961","Webster Ave","32","52.0","1"
"NY","722","Columbus Ave","51","24.0","1"
"NY","569","Columbus Ave","47","23.0","1"
"NY","870","5th Ave","60","19.0","1"
"Q","32-35","41st St","25-P","114.0","1"
"Q","90-02","37th Ave","10","115.0","1"
"BX","1575","Walton Ave","G","44.0","1"
"NY","34","Water St","060","1.0","1"
"Q","32-03","Steinway St","33","114.0","1"
"K","57","Thames St","SPCL","83.0","1"
"Q","47-17","88th St","S","110.0","1"
"Q","43-13","64th St","Q","108.0","1"
"BX","E","Butler Pl","10","45.0","1"
"NY","113","Nassau St","02","1.0","1"
"BX","940","Other-See Comments","H","48.0","1"
"Q","37-06","80th St","21","115.0","1"
"R","61","Ruxton Ave","B-AM","123.0","1"
"NY","550","7th Ave","01A","14.0","1"
"K","6821","7th Ave","03","68.0","1"
"Q","S","101st Ave","04","106.0","1"
"NY","584","W 160th St","09","33.0","1"
"NY","N","W 30th St","99","17.0","1"
"Q","S","Northern Blvd","01","111.0","1"
"BX","430","E 149th St","35","43.0","1"
"BX","130","W 228th St","30","50.0","1"
"BX","645","Melrose Ave","35","40.0","1"
"K","2730","Coney Island Ave","33","61.0","1"
"NY","36","E Broadway","099","5.0","1"
"NY","12","E 62nd St","27","19.0","1"
"BX","1383","Shakespeare Ave","E","44.0","1"
"BX","2515","Webster Ave","19","47.0","1"
"NY","404","E 63rd St","54","19.0","1"
"Q","37-51","91st St","20-A","115.0","1"
"NY","68","E 86th St","65","19.0","1"
"NY","1755","York Ave","62","19.0","1"
"K","1745","Dean St","B","77.0","1"
"BX","2324","Palmer Ave","I","45.0","1"
"NY","1044","Madison Ave","63","19.0","1"
"NY","3556","Broadway","09","30.0","1"
"NY","74","W 68th St","20","20.0","1"
"NY","380","Broadway","021","1.0","1"
"Q","39-02","College Point Blvd","03-P","109.0","1"
"NY","430","W 24th St","19","10.0","1"
"Q","83-58","Lefferts Blvd","21","102.0","1"
"K","E","Nostrand Ave","L","79.0","1"
"Q","95-59","Junction Blvd","16","115.0","1"
"NY","2905","Broadway","42","20.0","1"
"K","1178","Hancock St","N","83.0","1"
"NY","655","E 60th St","60","19.0","1"
"NY","209","Wadsworth Ave","10","33.0","1"
"NY","141","Lexington Ave","25","13.0","1"
"K","184","Highland Ave","N","75.0","1"
"K","408","St Johns Pl","L","77.0","1"
"BX","W","Bryant Ave","03","43.0","1"
"R","28","Montgomery Ave","01-A","120.0","1"
"NY","235","E 39th St","99","17.0","1"
"BX","2597","Jerome Ave","52","52.0","1"
"NY","606","8th Ave","26","14.0","1"
"NY","S","E 73rd St","33","19.0","1"
"NY","S","E 80th St","58","19.0","1"
"K","83","Kermit Pl","09","70.0","1"
"K","2323","86th St","33","62.0","1"
"BX","E","Washington Ave","45","40.0","1"
"NY","172","Prince St","012","5.0","1"
"K","8806","Bay Pky","W","62.0","1"
"NY","303","E 46th St","01","17.0","1"
"NY","E","Front St","10","1.0","1"
"NY","220","W 31st St","16","14.0","1"
"NY","1271","6th Ave","29","18.0","1"
"K","1313","Avenue U","34","62.0","1"
"Q","2520","Brooklyn Queens Expy","25","114.0","1"
"NY","331","W 16th St","99","10.0","1"
"BX","764","Seneca Ave","28","52.0","1"
"NY","E","Broadway","04","9.0","1"
"NY","219","E 46th St","04","17.0","1"
"Q","33-02","33rd St","24-P","114.0","1"
"K","645","Bay Ridge Pky","E","68.0","1"
"NY","47","E 22nd St","12","13.0","1"
"NY","535","5th Ave","37","18.0","1"
"BX","613","E 138th St","02","40.0","1"
"BX","89","W Kingsbridge Rd","27","48.0","1"
"NY","145","4th Ave","30","9.0","1"
"K","73","Bond St","05","84.0","1"
"Q","22-65","46th St","52-A","114.0","1"
"Q","81-74","Lefferts Blvd","21","102.0","1"
"NY","23","W 47th St","04","17.0","1"
"K","261","9th St","C","78.0","1"
"K","1822","Kings Hwy","16","61.0","1"
"Q","231-14","Merrick Blvd","X","105.0","1"
"NY","450","W 42nd St","11","14.0","1"
"NY","451","3rd Ave","02","17.0","1"
"NY","308","W 39th St","36","18.0","1"
"K","W","E 21st St","03","67.0","1"
"NY","6","E 46th St","24","14.0","1"
"NY","133","Madison Ave","37","19.0","1"
"Q","117-32","Queens Blvd","10","112.0","1"
"NY","1740","1st Ave","66","19.0","1"
"NY","27","W 115th St","62","28.0","1"
"NY","421","W 50th St","01","18.0","1"
"Q","21-89","35th St","52-A","114.0","1"
"NY","2140","3rd Ave","62","25.0","1"
